"State","BeerName","ABV","IBU","Style","BreweryName","lat","long"
"MO","Lil' Helper",0.07,70,"American IPA","Mother's Brewing","38.5767","-92.1736"
"MO","Black Walnut Wheat",0.045,18,"American Dark Wheat Ale","Piney River Brewing Company","38.5767","-92.1736"
"MO","Passion Fruit Prussia",0.035,11,"Berliner Weissbier","4 Hands Brewing Company","38.5767","-92.1736"
"MO","When Helles Freezes Over",0.056,18,"Munich Helles Lager","Morgan Street Brewery","38.5767","-92.1736"
"MO","Morgan Street Oktoberfest",0.049,24,"Märzen / Oktoberfest","Morgan Street Brewery","38.5767","-92.1736"
"MO","Missouri Mule India Pale Ale",0.07,70,"American IPA","Piney River Brewing Company","38.5767","-92.1736"
"MO","O'Fallon Wheach",0.051,7,"Fruit / Vegetable Beer","O'Fallon Brewery","38.5767","-92.1736"
"MO","Contact High",0.05,28,"American Pale Wheat Ale","4 Hands Brewing Company","38.5767","-92.1736"
"MO","Golden Pilsner",0.05,35,"German Pilsener","Morgan Street Brewery","38.5767","-92.1736"
"MO","Old Tom Porter",0.055,25,"American Porter","Piney River Brewing Company","38.5767","-92.1736"
"MO","Hot Date Ale",0.06,20,"Chile Beer","Piney River Brewing Company","38.5767","-92.1736"
"MO","Schlafly IPA",0.045,30,"American IPA","Schlafly Brewing Company","38.5767","-92.1736"
"MO","Send Help",0.045,18,"American Blonde Ale","4 Hands Brewing Company","38.5767","-92.1736"
"MO","Black Bear Dark Lager",0.046,24,"Schwarzbier","Morgan Street Brewery","38.5767","-92.1736"
"MO","Schlafly Summer Lager",0.045,17,"Munich Helles Lager","Schlafly Brewing Company","38.5767","-92.1736"
"MO","5 Day IPA",0.061,66,"American IPA","O'Fallon Brewery","38.5767","-92.1736"
"MO","Float Trip Ale",0.045,18,"American Blonde Ale","Piney River Brewing Company","38.5767","-92.1736"
"MO","Sweet Potato Ale",0.06,24,"Fruit / Vegetable Beer","Piney River Brewing Company","38.5767","-92.1736"
"MS","Suzy B Dirty Blonde Ale",0.05,20,"American Blonde Ale","Southern Prohibition Brewing Com...","32.2989","-90.1847"
"MS","Ballistic Blonde",0.051,31,"Belgian Pale Ale","Lucky Town Brewing Company","32.2989","-90.1847"
"MS","Mississippi Fire Ant",0.08,80,"American Amber / Red Ale","Southern Prohibition Brewing Com...","32.2989","-90.1847"
"MS","Devil's Harvest Extra Pale Ale",0.058,60,"American Pale Ale (APA)","Southern Prohibition Brewing Com...","32.2989","-90.1847"
"MS","Devil's Harvest Extra Pale Ale",0.058,60,"American Pale Ale (APA)","Southern Prohibition Brewing Com...","32.2989","-90.1847"
"MS","Hipster Breakfast",0.058,40,"Oatmeal Stout","Southern Prohibition Brewing Com...","32.2989","-90.1847"
"MS","Suzy B Dirty Blonde Ale",0.05,20,"American Blonde Ale","Southern Prohibition Brewing Com...","32.2989","-90.1847"
"MS","2014 IPA Cicada Series",0.075,72,"American IPA","Southern Prohibition Brewing Com...","32.2989","-90.1847"
"MS","Sinister Minister Black IPA",0.077,65,"American IPA","Southern Prohibition Brewing Com...","32.2989","-90.1847"
"MS","Pub Ale",0.038,18,"English Dark Mild Ale","Lucky Town Brewing Company","32.2989","-90.1847"
"MS","Jack the Sipper",0.053,45,"Extra Special / Strong Bitter (ESB)","Southern Prohibition Brewing Com...","32.2989","-90.1847"
"MT","Moose Drool Brown Ale (2011)",0.051,26,"American Brown Ale","Big Sky Brewing Company","46.5958","-112.027"
"MT","Cold Smoke Scotch Ale",0.065,11,"Scotch Ale / Wee Heavy","Kettle House Brewing Company","46.5958","-112.027"
"MT","Montana Trout Slayer Ale (2009)",0.05,35,"American Pale Wheat Ale","Big Sky Brewing Company","46.5958","-112.027"
"MT","Scape Goat Pale Ale (2010)",0.05,40,"English Pale Ale","Big Sky Brewing Company","46.5958","-112.027"
"MT","Black Star Double Hopped Golden Lager (24 oz.)",0.045,15,"American Pale Lager","Great Northern Brewing Company","46.5958","-112.027"
"MT","Moose Drool Brown Ale (2009)",0.051,26,"American Brown Ale","Big Sky Brewing Company","46.5958","-112.027"
"MT","Double Haul IPA",0.065,65,"American IPA","Kettle House Brewing Company","46.5958","-112.027"
"MT","Powder Hound Winter Ale",0.072,60,"English Strong Ale","Big Sky Brewing Company","46.5958","-112.027"
"MT","Montana Trout Slayer Ale (2012)",0.05,35,"American Pale Wheat Ale","Big Sky Brewing Company","46.5958","-112.027"
"MT","Black Star Double Hopped Golden Lager (12 oz.)",0.045,15,"American Pale Lager","Great Northern Brewing Company","46.5958","-112.027"
"MT","Bozone HopZone IPA",0.07,80,"American IPA","Bozeman Brewing Company","46.5958","-112.027"
"MT","Bozone Hefe Weizen",0.06,25,"Hefeweizen","Bozeman Brewing Company","46.5958","-112.027"
"MT","Montana Trout Slayer Ale",0.05,35,"American Pale Wheat Ale","Big Sky Brewing Company","46.5958","-112.027"
"MT","Scape Goat Pale Ale",0.05,40,"English Pale Ale","Big Sky Brewing Company","46.5958","-112.027"
"MT","Big Sky IPA",0.062,65,"American IPA","Big Sky Brewing Company","46.5958","-112.027"
"MT","Plum St. Porter",0.057,52,"American Porter","Bozeman Brewing Company","46.5958","-112.027"
"MT","Eddy Out Pale Ale",0.055,50,"American Pale Ale (APA)","Kettle House Brewing Company","46.5958","-112.027"
"MT","Moose Drool Brown Ale",0.051,26,"American Brown Ale","Big Sky Brewing Company","46.5958","-112.027"
"MT","Cold Smoke Scotch Ale (2007)",0.065,11,"Scotch Ale / Wee Heavy","Kettle House Brewing Company","46.5958","-112.027"
"MT","Big Sky IPA (2012)",0.062,65,"American IPA","Big Sky Brewing Company","46.5958","-112.027"
"MT","Plum St. Porter",0.06,52,"American Porter","Bozeman Brewing Company","46.5958","-112.027"
"MT","Double Haul IPA (2009)",0.065,65,"American IPA","Kettle House Brewing Company","46.5958","-112.027"
"MT","Double Haul IPA (2006)",0.065,65,"American IPA","Kettle House Brewing Company","46.5958","-112.027"
"NC","Ninja Porter",0.053,26,"American Porter","Asheville Brewing Company","35.7667","-78.6333"
"NC","Peacemaker Pale Ale",0.057,47,"American Pale Ale (APA)","Lonerider Brewing Company","35.7667","-78.6333"
"NC","Rocket Girl",0.032,27,"Kölsch","Asheville Brewing Company","35.7667","-78.6333"
"NC","Dale's Pale Ale",0.065,65,"American Pale Ale (APA)","Oskar Blues Brewery (North Carol...","35.7667","-78.6333"
"NC","Old Chub",0.08,35,"Scottish Ale","Oskar Blues Brewery (North Carol...","35.7667","-78.6333"
"NC","Dale's Pale Ale",0.065,65,"American Pale Ale (APA)","Oskar Blues Brewery (North Carol...","35.7667","-78.6333"
"NC","Ten Fidy",0.099,98,"Russian Imperial Stout","Oskar Blues Brewery (North Carol...","35.7667","-78.6333"
"NC","Hot Rod Red",0.061,41,"American Amber / Red Ale","Aviator Brewing Company","35.7667","-78.6333"
"NC","Shiva IPA",0.06,69,"American IPA","Asheville Brewing Company","35.7667","-78.6333"
"NC","G'KNIGHT",0.087,85,"American Double / Imperial IPA","Oskar Blues Brewery (North Carol...","35.7667","-78.6333"
"NC","GreyBeard™ IPA",0.069,51,"American IPA","Pisgah Brewing Company","35.7667","-78.6333"
"NC","Shotgun Betty",0.058,11,"Hefeweizen","Lonerider Brewing Company","35.7667","-78.6333"
"NC","Porter (a/k/a Black Gold Porter)",0.06,23,"American Porter","Appalachian Mountain Brewery","35.7667","-78.6333"
"NC","Deviant Dale's IPA",0.08,85,"American Double / Imperial IPA","Oskar Blues Brewery (North Carol...","35.7667","-78.6333"
"NC","Salamander Slam",0.07,73,"American IPA","Frog Level Brewing Company","35.7667","-78.6333"
"NC","Devils Tramping Ground Tripel",0.092,5,"Tripel","Aviator Brewing Company","35.7667","-78.6333"
"NC","Honey Badger Blonde",0.047,19,"American Blonde Ale","Appalachian Mountain Brewery","35.7667","-78.6333"
"NC","Pumpkin Beast",0.062,17,"Pumpkin Ale","Aviator Brewing Company","35.7667","-78.6333"
"NC","Sweet Josie",0.061,30,"American Brown Ale","Lonerider Brewing Company","35.7667","-78.6333"
"NC","Wee-Heavy-Er Scotch Ale",0.07,24,"Scotch Ale / Wee Heavy","French Broad Brewery","35.7667","-78.6333"
"NC","Jam Session",0.051,31,"American Pale Ale (APA)","NoDa Brewing Company","35.7667","-78.6333"
"NC","Long Leaf",0.071,75,"American IPA","Appalachian Mountain Brewery","35.7667","-78.6333"
"NC","Gateway Kolsch Style Ale",0.053,32,"Kölsch","French Broad Brewery","35.7667","-78.6333"
"NC","Santa's Secret",0.059,22,"Winter Warmer","Carolina Brewery","35.7667","-78.6333"
"NC","OktoberBeast",0.072,22,"Märzen / Oktoberfest","Aviator Brewing Company","35.7667","-78.6333"
"NC","Hop Drop 'N Roll IPA",0.072,80,"American IPA","NoDa Brewing Company","35.7667","-78.6333"
"NC","Mad Beach",0.048,23,"American Pale Wheat Ale","Aviator Brewing Company","35.7667","-78.6333"
"NC","13 Rebels ESB",0.052,42,"Extra Special / Strong Bitter (ESB)","French Broad Brewery","35.7667","-78.6333"
"NC","Pisgah Pale Ale",0.057,31,"American Pale Ale (APA)","Pisgah Brewing Company","35.7667","-78.6333"
"NC","Jalapeno Pale Ale",0.055,45,"American Pale Ale (APA)","Birdsong Brewing Company","35.7667","-78.6333"
"ND","Wood Chipper India Pale Ale",0.067,70,"American IPA","Fargo Brewing Company","46.8133","-100.779"
"ND","Stone's Throw IPA",0.045,19,"Scottish Ale","Fargo Brewing Company","46.8133","-100.779"
"ND","Iron Horse Pale Ale",0.05,32,"American Pale Ale (APA)","Fargo Brewing Company","46.8133","-100.779"
"NE","1327 Pod's ESB",0.056,37,"Extra Special / Strong Bitter (ESB)","Blue Blood Brewing Company","40.8106","-96.6803"
"NE","834 Happy As Ale",0.046,35,"American Pale Ale (APA)","Blue Blood Brewing Company","40.8106","-96.6803"
"NE","1327 Pod's ESB",0.056,37,"Extra Special / Strong Bitter (ESB)","Blue Blood Brewing Company","40.8106","-96.6803"
"NE","Wick For Brains",0.061,11,"Pumpkin Ale","Nebraska Brewing Company","40.8106","-96.6803"
"NE","Cardinal Pale Ale",0.057,29,"American Pale Ale (APA)","Nebraska Brewing Company","40.8106","-96.6803"
"NE","1327 Pod's ESB",0.056,37,"Extra Special / Strong Bitter (ESB)","Blue Blood Brewing Company","40.8106","-96.6803"
"NE","Brunette Nut Brown Ale",0.048,15,"English Brown Ale","Nebraska Brewing Company","40.8106","-96.6803"
"NE","Nebraska India Pale Ale",0.065,65,"American IPA","Nebraska Brewing Company","40.8106","-96.6803"
"NE","EOS Hefeweizen",0.048,10,"Hefeweizen","Nebraska Brewing Company","40.8106","-96.6803"
"NH","4000 Footer IPA",0.065,82,"American IPA","Woodstock Inn, Station & Brewery","43.2067","-71.5381"
"NH","Summer Brew",0.028,15,"American Pilsner","Woodstock Inn, Station & Brewery","43.2067","-71.5381"
"NJ","Longhop IPA",0.042,30,"American IPA","Bolero Snort Brewery","40.2237","-74.764"
"NJ","1916 Shore Shiver",0.069,65,"American IPA","Forgotten Boardwalk","40.2237","-74.764"
"NJ","Monkey Chased the Weasel",0.039,9,"Berliner Weissbier","Carton Brewing Company","40.2237","-74.764"
"NJ","Epitome",0.099,100,"American Black Ale","Carton Brewing Company","40.2237","-74.764"
"NJ","Lucky Buck",0.04,34,"Irish Dry Stout","Bolero Snort Brewery","40.2237","-74.764"
"NJ","Boat Beer",0.042,35,"American IPA","Carton Brewing Company","40.2237","-74.764"
"NJ","What the Butler Saw",0.05,18,"Witbier","Forgotten Boardwalk","40.2237","-74.764"
"NJ","077XX",0.078,80,"American Double / Imperial IPA","Carton Brewing Company","40.2237","-74.764"
"NM","Saison 88",0.055,30,"Saison / Farmhouse Ale","Santa Fe Brewing Company","35.6672","-105.964"
"NM","Elevated IPA",0.072,100,"American IPA","La Cumbre Brewing Company","35.6672","-105.964"
"NM","A Slice of Hefen",0.054,15,"Hefeweizen","La Cumbre Brewing Company","35.6672","-105.964"
"NM","Black IPA",0.071,95,"American Black Ale","Santa Fe Brewing Company","35.6672","-105.964"
"NM","Farmer's Tan Red Ale",0.06,30,"American Amber / Red Ale","Tractor Brewing Company","35.6672","-105.964"
"NM","Almanac IPA",0.062,72,"American IPA","Tractor Brewing Company","35.6672","-105.964"
"NV","Black Adder IBA (Current)",0.073,85,"American Black Ale","Buckbean Brewing Company","39.1608","-119.754"
"NV","Black Noddy Lager (Current)",0.052,40,"Schwarzbier","Buckbean Brewing Company","39.1608","-119.754"
"NV","Joseph James American Lager",0.052,15,"American Adjunct Lager","Joseph James Brewing Company","39.1608","-119.754"
"NV","Tule Duck Red Ale (Current)",0.062,42,"American Amber / Red Ale","Buckbean Brewing Company","39.1608","-119.754"
"NV","Original Orange Blossom Ale (Current)",0.058,35,"Herbed / Spiced Beer","Buckbean Brewing Company","39.1608","-119.754"
"NV","Weize Guy",0.05,15,"Hefeweizen","Joseph James Brewing Company","39.1608","-119.754"
"NV","Fox Tail Gluten Free Ale",0.05,50,"American Pale Ale (APA)","Joseph James Brewing Company","39.1608","-119.754"
"NV","Hop Box Imperial IPA",0.093,90,"American Double / Imperial IPA","Joseph James Brewing Company","39.1608","-119.754"
"NY","Bomb Lager (Old Recipe)",0.045,27,"Munich Helles Lager","Bomb Beer Company","42.6525","-73.7572"
"NY","Bronx Summer Pale Ale",0.052,16,"American Pale Ale (APA)","The Bronx Brewery","42.6525","-73.7572"
"NY","KelSo India Pale Ale",0.06,64,"American IPA","KelSo Beer Company","42.6525","-73.7572"
"NY","Dundee Summer Wheat Beer",0.045,18,"American Pale Wheat Ale","Dundee Brewing Company","42.6525","-73.7572"
"NY","Bronx Pale Ale",0.063,50,"American Pale Ale (APA)","The Bronx Brewery","42.6525","-73.7572"
"NY","Common Sense Kentucky Common Ale",0.053,22,"American Brown Ale","Upstate Brewing Company","42.6525","-73.7572"
"NY","Cream Ale",0.042,35,"Cream Ale","Newburgh Brewing Company","42.6525","-73.7572"
"NY","Hi-Res",0.099,111,"American Double / Imperial IPA","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","Upstate I.P.W.",0.065,70,"American IPA","Upstate Brewing Company","42.6525","-73.7572"
"NY","Apollo",0.052,11,"American Pale Wheat Ale","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","Sweet Action (2011)",0.052,34,"Cream Ale","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","Autumnation (2013)",0.067,74,"American IPA","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","Oktoberfest",0.055,40,"Märzen / Oktoberfest","Chatham Brewing","42.6525","-73.7572"
"NY","Our Legacy IPA",0.065,60,"American IPA","Matt Brewing Company","42.6525","-73.7572"
"NY","Righteous Ale",0.063,57,"Rye Beer","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","Jammer",0.042,16,"Gose","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","Global Warmer",0.07,70,"American Strong Ale","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","Bronx Black Pale Ale",0.057,46,"American Black Ale","The Bronx Brewery","42.6525","-73.7572"
"NY","The Crisp (2011)",0.054,42,"German Pilsener","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","KelSo Pilsner",0.055,23,"Czech Pilsener","KelSo Beer Company","42.6525","-73.7572"
"NY","Righteous Ale (2011)",0.063,57,"Rye Beer","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","East India Pale Ale",0.068,47,"English India Pale Ale (IPA)","Brooklyn Brewery","42.6525","-73.7572"
"NY","Harbinger",0.049,35,"Saison / Farmhouse Ale","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","Toasted Lager",0.055,28,"Vienna Lager","Blue Point Brewing Company","42.6525","-73.7572"
"NY","Diesel",0.063,69,"American Stout","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","8 Barrel",0.08,69,"American Strong Ale","Chatham Brewing","42.6525","-73.7572"
"NY","Rad",0.032,7,"Fruit / Vegetable Beer","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","Montauk Summer Ale",0.056,28,"American Blonde Ale","Montauk Brewing Company","42.6525","-73.7572"
"NY","4Beans",0.1,52,"Baltic Porter","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","Resin",0.091,103,"American Double / Imperial IPA","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","East India Pale Ale",0.068,47,"English India Pale Ale (IPA)","Brooklyn Brewery","42.6525","-73.7572"
"NY","Blueberry Blonde Ale",0.05,12,"American Blonde Ale","Matt Brewing Company","42.6525","-73.7572"
"NY","Bengali Tiger",0.064,62,"American IPA","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","Autumnation (2011-12) (2011)",0.06,48,"Pumpkin Ale","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","The Crisp",0.054,42,"German Pilsener","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","Driftwood Ale",0.06,49,"Extra Special / Strong Bitter (ESB)","Montauk Brewing Company","42.6525","-73.7572"
"NY","3Beans",0.099,85,"Baltic Porter","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","Bengali Tiger (2011)",0.064,62,"American IPA","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","KelSo Nut Brown Lager",0.057,19,"Euro Dark Lager","KelSo Beer Company","42.6525","-73.7572"
"NY","Our Legacy IPA",0.065,60,"American IPA","Matt Brewing Company","42.6525","-73.7572"
"NY","Brownstone",0.059,47,"American Brown Ale","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","Blue Point Summer Ale",0.044,16,"American Blonde Ale","Blue Point Brewing Company","42.6525","-73.7572"
"NY","Sensi Harvest",0.047,50,"American Pale Ale (APA)","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","Bengali",0.065,62,"American IPA","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","Sweet Action",0.052,34,"Cream Ale","Sixpoint Craft Ales","42.6525","-73.7572"
"NY","Blue Point White IPA",0.06,40,"American White IPA","Blue Point Brewing Company","42.6525","-73.7572"
"OH","Hop Stalker Fresh Hop IPA",0.07,80,"American IPA","Fat Head's Brewery","39.9833","-82.9833"
"OH","Sol Drifter",0.043,18,"American Blonde Ale","Madtree Brewing Company","39.9833","-82.9833"
"OH","Franz",0.052,21,"Märzen / Oktoberfest","Rhinegeist Brewery","39.9833","-82.9833"
"OH","Panther",0.058,35,"American Porter","Rhinegeist Brewery","39.9833","-82.9833"
"OH","Golden Ratio IPA",0.07,68,"American IPA","Seventh Son Brewing Company","39.9833","-82.9833"
"OH","Humulus Nimbus Super Pale Ale",0.06,53,"American Pale Ale (APA)","Seventh Son Brewing Company","39.9833","-82.9833"
"OH","Suncaster Summer Wheat",0.05,28,"American Pale Wheat Ale","Four String Brewing Company","39.9833","-82.9833"
"OH","Dad",0.06,60,"American Amber / Red Ale","Rhinegeist Brewery","39.9833","-82.9833"
"OH","Seventh Son Hopped Red Ale",0.077,40,"American Amber / Red Ale","Seventh Son Brewing Company","39.9833","-82.9833"
"OH","Bay of Bengal Double IPA (2014)",0.089,126,"American Double / Imperial IPA","Christian Moerlein Brewing Company","39.9833","-82.9833"
"OH","Zen",0.043,45,"American Pale Ale (APA)","Rhinegeist Brewery","39.9833","-82.9833"
"OH","Psychopathy",0.069,70,"American IPA","Madtree Brewing Company","39.9833","-82.9833"
"OH","Hustle",0.057,42,"American Amber / Red Ale","Rhinegeist Brewery","39.9833","-82.9833"
"OH","Big Star White IPA",0.07,70,"American White IPA","Four String Brewing Company","39.9833","-82.9833"
"OH","Seventh Son of a Seventh Son",0.077,40,"American Strong Ale","Seventh Son Brewing Company","39.9833","-82.9833"
"OH","Gnarly Brown",0.07,32,"American Brown Ale","Madtree Brewing Company","39.9833","-82.9833"
"OH","Hop Bomber Rye Pale Ale",0.055,60,"American Pale Ale (APA)","Rivertown Brewing Company","39.9833","-82.9833"
"OH","The Great Pumpcan",0.079,18,"Fruit / Vegetable Beer","Madtree Brewing Company","39.9833","-82.9833"
"OH","Whitecap Wit",0.048,16,"Witbier","Catawba Island Brewing","39.9833","-82.9833"
"OH","Stone Fort Brown Ale",0.053,20,"English Brown Ale","Seventh Son Brewing Company","39.9833","-82.9833"
"OH","Pure Fury",0.055,42,"American Pale Ale (APA)","Rhinegeist Brewery","39.9833","-82.9833"
"OH","Lil SIPA",0.05,55,"American IPA","Rivertown Brewing Company","39.9833","-82.9833"
"OH","Cougar",0.048,25,"American Blonde Ale","Rhinegeist Brewery","39.9833","-82.9833"
"OH","Truth",0.072,75,"American IPA","Rhinegeist Brewery","39.9833","-82.9833"
"OH","SPRYE",0.05,40,"American Pale Ale (APA)","Madtree Brewing Company","39.9833","-82.9833"
"OH","Brass Knuckle Pale Ale",0.057,36,"American Pale Ale (APA)","Four String Brewing Company","39.9833","-82.9833"
"OH","Happy Amber",0.06,30,"American Amber / Red Ale","Madtree Brewing Company","39.9833","-82.9833"
"OH","Seiche Scottish Ale",0.078,16,"Scottish Ale","Catawba Island Brewing","39.9833","-82.9833"
"OH","Trail Head",0.063,55,"American Pale Ale (APA)","Fat Head's Brewery","39.9833","-82.9833"
"OH","LIFT",0.047,11,"Kölsch","Madtree Brewing Company","39.9833","-82.9833"
"OH","Self Starter",0.052,67,"American IPA","Warped Wing Brewing Company","39.9833","-82.9833"
"OH","Ermal's",0.054,20,"Cream Ale","Warped Wing Brewing Company","39.9833","-82.9833"
"OK","12th Round",0.076,78,"American Strong Ale","RoughTail Brewing Company","35.4822","-97.535"
"OK","Horny Toad Cerveza",0.053,25,"American Blonde Ale","COOP Ale Works","35.4822","-97.535"
"OK","Choc Beer (2003)",0.04,9,"American Dark Wheat Ale","Krebs Brewing Company (Pete's Pl...","35.4822","-97.535"
"OK","Horny Toad Cerveza (2013)",0.053,25,"American Blonde Ale","COOP Ale Works","35.4822","-97.535"
"OK","Native Amber (2013)",0.063,35,"American Amber / Red Ale","COOP Ale Works","35.4822","-97.535"
"OK","Mustang Golden Ale",0.053,10,"American Blonde Ale","Mustang Brewing Company","35.4822","-97.535"
"OK","RoughTail IPA",0.07,80,"American IPA","RoughTail Brewing Company","35.4822","-97.535"
"OK","Native Amber",0.063,35,"American Amber / Red Ale","COOP Ale Works","35.4822","-97.535"
"OK","Washita Wheat",0.053,14,"American Pale Wheat Ale","Mustang Brewing Company","35.4822","-97.535"
"OK","F5 IPA",0.068,100,"American IPA","COOP Ale Works","35.4822","-97.535"
"OK","Dead Armadillo Amber Ale",0.063,37,"American Amber / Red Ale","Dead Armadillo Craft Brewing","35.4822","-97.535"
"OR","Caldera IPA",0.061,94,"American IPA","Caldera Brewing Company","44.9308","-123.029"
"OR","Pigwar White India Pale Ale",0.06,60,"American White IPA","Hopworks Urban Brewery","44.9308","-123.029"
"OR","Nonstop Hef Hop",0.039,20,"American Pale Wheat Ale","Hopworks Urban Brewery","44.9308","-123.029"
"OR","Caldera Pale Ale (2007)",0.056,55,"American Pale Ale (APA)","Caldera Brewing Company","44.9308","-123.029"
"OR","Mountain Rescue Pale Ale",0.055,40,"American Pale Ale (APA)","Goodlife Brewing Co.","44.9308","-123.029"
"OR","Ultra Gnar Gnar IPA",0.067,60,"American IPA","Base Camp Brewing Co.","44.9308","-123.029"
"OR","Ashland Amber Ale",0.054,24,"American Amber / Red Ale","Caldera Brewing Company","44.9308","-123.029"
"OR","Fivepine Chocolate Porter",0.062,40,"American Porter","Three Creeks Brewing","44.9308","-123.029"
"OR","Nonstop Hef Hop",0.039,20,"American Pale Wheat Ale","Hopworks Urban Brewery","44.9308","-123.029"
"OR","Overcast Espresso Stout",0.058,27,"American Stout","Oakshire Brewing","44.9308","-123.029"
"OR","Watershed IPA (2013)",0.067,70,"American IPA","Oakshire Brewing","44.9308","-123.029"
"OR","Rise Up Red",0.058,60,"American Amber / Red Ale","Hopworks Urban Brewery","44.9308","-123.029"
"OR","Becky's Black Cat Porter",0.07,55,"American Porter","Seven Brides Brewery","44.9308","-123.029"
"OR","Nonstop Hef Hop",0.039,20,"American Pale Wheat Ale","Hopworks Urban Brewery","44.9308","-123.029"
"OR","In-Tents India Pale Lager",0.068,62,"American Pale Lager","Base Camp Brewing Co.","44.9308","-123.029"
"OR","Double D Blonde (2011)",0.049,20,"American Blonde Ale","Hop Valley Brewing Company","44.9308","-123.029"
"OR","Caldera Pale Ale (2010)",0.056,55,"American Pale Ale (APA)","Caldera Brewing Company","44.9308","-123.029"
"OR","Caldera Pale Ale (2011)",0.056,55,"American Pale Ale (APA)","Caldera Brewing Company","44.9308","-123.029"
"OR","Hoodoo Voodoo IPA",0.062,82,"American IPA","Three Creeks Brewing","44.9308","-123.029"
"OR","Abominable Winter Ale",0.073,70,"American Strong Ale","Hopworks Urban Brewery","44.9308","-123.029"
"OR","Hopworks IPA",0.066,75,"American IPA","Hopworks Urban Brewery","44.9308","-123.029"
"OR","Rise-Up Red (2014)",0.058,60,"American Amber / Red Ale","Hopworks Urban Brewery","44.9308","-123.029"
"OR","Vortex IPA",0.074,97,"American IPA","Fort George Brewery","44.9308","-123.029"
"OR","Caldera Pale Ale (2009)",0.056,55,"American Pale Ale (APA)","Caldera Brewing Company","44.9308","-123.029"
"OR","Caldera IPA (2007)",0.061,94,"American IPA","Caldera Brewing Company","44.9308","-123.029"
"OR","Frankenlou's IPA",0.07,105,"American IPA","Seven Brides Brewery","44.9308","-123.029"
"OR","Old Red Beard Amber Ale",0.06,35,"American Amber / Red Ale","Astoria Brewing Company","44.9308","-123.029"
"OR","Caldera Pale Ale (2005)",0.056,55,"American Pale Ale (APA)","Caldera Brewing Company","44.9308","-123.029"
"OR","Nonstop Hef Hop",0.039,20,"American Pale Wheat Ale","Hopworks Urban Brewery","44.9308","-123.029"
"OR","Nonstop Hef Hop",0.039,20,"American Pale Wheat Ale","Hopworks Urban Brewery","44.9308","-123.029"
"OR","Festeroo Winter Ale",0.078,60,"American Strong Ale","Hop Valley Brewing Company","44.9308","-123.029"
"OR","Hop in the ‘Pool Helles",0.049,22,"American Pilsner","Base Camp Brewing Co.","44.9308","-123.029"
"OR","Alphadelic IPA (2011)",0.065,90,"American IPA","Hop Valley Brewing Company","44.9308","-123.029"
"OR","541 American Lager",0.048,13,"American Pale Lager","Hop Valley Brewing Company","44.9308","-123.029"
"OR","Bitter Bitch Imperial IPA",0.082,138,"American Double / Imperial IPA","Astoria Brewing Company","44.9308","-123.029"
"OR","Worthy IPA",0.069,69,"American IPA","Worthy Brewing Company","44.9308","-123.029"
"OR","Poop Deck Porter",0.062,35,"American Porter","Astoria Brewing Company","44.9308","-123.029"
"OR","Nonstop Hef Hop",0.039,20,"American Pale Wheat Ale","Hopworks Urban Brewery","44.9308","-123.029"
"OR","Nonstop Hef Hop",0.039,20,"American Pale Wheat Ale","Hopworks Urban Brewery","44.9308","-123.029"
"OR","Survival Stout",0.058,35,"American Stout","Hopworks Urban Brewery","44.9308","-123.029"
"OR","HUB Lager",0.051,32,"Czech Pilsener","Hopworks Urban Brewery","44.9308","-123.029"
"OR","Nice Rack IPA",0.055,65,"American IPA","Southern Oregon Brewing Company","44.9308","-123.029"
"OR","Wheat the People",0.044,13,"American Pale Wheat Ale","Coalition Brewing Company","44.9308","-123.029"
"OR","Trolley Stop Stout",0.057,40,"American Stout","Astoria Brewing Company","44.9308","-123.029"
"OR","Nonstop Hef Hop",0.039,20,"American Pale Wheat Ale","Hopworks Urban Brewery","44.9308","-123.029"
"OR","Old Grogham Imperial India Pale Ale",0.085,86,"American Double / Imperial IPA","Natian Brewery","44.9308","-123.029"
"OR","Knotty Blonde Ale",0.04,18,"American Blonde Ale","Three Creeks Brewing","44.9308","-123.029"
"OR","Nonstop Hef Hop",0.039,20,"American Pale Wheat Ale","Hopworks Urban Brewery","44.9308","-123.029"
