"BeerName","Beer_ID","ABV","IBU","Style","Ounces"
"Interurban IPA",857,0.065,80,"American IPA",12
"Mo's Gose",1172,0.052,10,"Gose",16
"Colorado Native",1165,0.055,26,"American Amber / Red Lager",12
"Colorado Native (2011)",431,0.055,26,"American Amber / Red Lager",12
"Descender IPA",1109,0.07,70,"American IPA",12
"Sweet As Pacific Ale",1108,0.06,18,"American Pale Wheat Ale",12
"Pablo Beach Pale Ale",1106,0.05,30,"American Pale Ale (APA)",12
"RecreationAle",1082,0.047,42,"American Pale Ale (APA)",12
"The Hole in Hadrian's Wall",1059,0.095,19,"Scottish Ale",16
"33 Select Brown Ale",1058,0.065,26,"American Brown Ale",16
"Midwest Charm Farmhouse Ale",603,0.06,29,"Saison / Farmhouse Ale",16
"Boji Blue Pale Ale",602,0.05,45,"American Pale Ale (APA)",16
"Winter Games Select #32 Stout",601,0.057,26,"American Stout",16
"Boji Beach Golden Rye Ale",600,0.05,23,"Rye Beer",16
"South Ridge Amber Ale",1057,0.06,31,"American Amber / Red Ale",16
"Summertime Ale",681,0.052,23,"Kölsch",16
"Watership Brown Ale",1021,0.072,55,"American Brown Ale",12
"Gangway IPA",938,0.062,55,"American IPA",12
"Orange Wheat",1016,0.046,17,"Fruit / Vegetable Beer",12
"Hangar 24 Helles Lager",1015,0.043,14,"Munich Helles Lager",12
"Good People Pale Ale",1000,0.056,36,"American Pale Ale (APA)",12
"Snake Handler Double IPA",312,0.093,103,"American Double / Imperial IPA",12
"Coffee Oatmeal Stout",311,0.06,54,"Oatmeal Stout",12
"Good People IPA",309,0.06,64,"American IPA",12
"Good People American Brown Ale",308,0.058,36,"American Brown Ale",12
"Loose Cannon",990,0.072,45,"American IPA",12
"AARGHtoberfest!",989,0.06,30,"Märzen / Oktoberfest",12
"Rude Parrot IPA",972,0.059,75,"American IPA",16
"British Pale Ale (2010)",866,0.054,30,"English Pale Ale",16
"British Pale Ale",48,0.054,30,"English Pale Ale",16
"Ballz Deep Double IPA",47,0.084,82,"American Double / Imperial IPA",16
"Des Moines IPA",970,0.068,75,"American IPA",16
"Capital Gold Golden Lager",969,0.048,22,"German Pilsener",16
"Farmer John's Multi-Grain Ale",968,0.056,21,"American Blonde Ale",16
"Topcutter India Pale Ale",966,0.068,70,"American IPA",12
"Field 41 Pale Ale",965,0.044,38,"American Pale Ale (APA)",12
"Mac's Scottish Style Amber Ale (2000)",961,0.051,32,"American Amber / Red Ale",12
"Wisco Disco",953,0.051,31,"American Amber / Red Ale",16
"Long Hammer IPA",945,0.065,44,"American IPA",16
"Long Hammer IPA",583,0.065,44,"American IPA",12
"Copper Hook (2011)",339,0.058,27,"American Amber / Red Ale",12
"Blue Point White IPA",692,0.06,40,"American White IPA",12
"Blue Point Summer Ale",667,0.044,16,"American Blonde Ale",12
"Toasted Lager",665,0.055,28,"Vienna Lager",12
"Old Elephant Foot IPA",544,0.07,80,"American IPA",16
"Deadicated Amber",924,0.054,27,"American Amber / Red Ale",16
"California Sunshine Rye IPA",730,0.071,85,"American IPA",16
"Full Boar Scotch Ale",647,0.074,12,"Scotch Ale / Wee Heavy",16
"Northern Lights Amber Ale",921,0.05,15,"American Amber / Red Ale",12
"Polar Pale Ale",920,0.052,17,"American Pale Ale (APA)",12
"Fairweather IPA",648,0.061,64,"American IPA",12
"Frankenlou's IPA",918,0.07,105,"American IPA",16
"Becky's Black Cat Porter",917,0.07,55,"American Porter",16
"Hop Abomination",881,0.066,100,"American IPA",12
"Apricot Blonde",880,0.051,17,"Fruit / Vegetable Beer",12
"Dry Dock Hefeweizen",872,0.043,12,"Hefeweizen",12
"Dry Dock Amber Ale",871,0.058,49,"American Amber / Red Ale",12
"Special Amber",855,0.05,22,"Vienna Lager",12
"Special Amber",445,0.05,22,"Vienna Lager",12
"Tonganoxie Honey Wheat",824,0.044,22,"American Pale Wheat Ale",12
"Gordon (2005)",805,0.092,85,"American Double / Imperial IPA",12
"Ten Fidy Imperial Stout (2008)",804,0.095,98,"Russian Imperial Stout",12
"Ten Fidy Imperial Stout (2007)",803,0.099,98,"Russian Imperial Stout",12
"Old Chub (2008)",787,0.08,35,"Scottish Ale",12
"Old Chub (2004)",786,0.08,35,"Scottish Ale",12
"Old Chub (2003)",785,0.08,35,"Scottish Ale",12
"Dale's Pale Ale (2008)",745,0.065,65,"American Pale Ale (APA)",12
"Dale's Pale Ale (2006)",744,0.065,65,"American Pale Ale (APA)",12
"Dale's Pale Ale (2004)",743,0.065,65,"American Pale Ale (APA)",12
"Dale's Pale Ale (2003)",742,0.065,65,"American Pale Ale (APA)",12
"Dale's Pale Ale (2002)",741,0.065,65,"American Pale Ale (APA)",12
"Gordon Beer (2006)",733,0.087,60,"American Double / Imperial IPA",12
"Choc Beer (2003)",781,0.04,9,"American Dark Wheat Ale",12
"Ace IPA",762,0.074,83,"American IPA",16
"P-51 Porter",761,0.08,31,"American Porter",16
"Cold Smoke Scotch Ale (2007)",760,0.065,11,"Scotch Ale / Wee Heavy",16
"Double Haul IPA (2009)",759,0.065,65,"American IPA",16
"Double Haul IPA (2006)",758,0.065,65,"American IPA",16
"Eddy Out Pale Ale",87,0.055,50,"American Pale Ale (APA)",16
"Double Haul IPA",86,0.065,65,"American IPA",16
"Cold Smoke Scotch Ale",85,0.065,11,"Scotch Ale / Wee Heavy",16
"Crabtree Oatmeal Stout",659,0.075,29,"Oatmeal Stout",16
"Eclipse Black IPA",556,0.077,71,"American Black Ale",16
"Dottie Seattle Lager",673,0.049,25,"American Amber / Red Lager",16
"Mucho Aloha Hawaiian Pale Ale",668,0.056,36,"American Pale Ale (APA)",12
"Big River Pilsner",643,0.05,32,"Czech Pilsener",12
"House Brand IPA",632,0.06,55,"American IPA",12
"Hoppy Boy",641,0.062,65,"American IPA",16
"Snake Dog IPA",608,0.071,60,"American IPA",12
"Underdog Atlantic Lager",607,0.047,28,"American Pale Lager",12
"This Season's Blonde",597,0.056,27,"American Blonde Ale",12
"Independence Pass Ale",596,0.07,67,"American IPA",12
"Bomb Lager (Old Recipe)",513,0.045,27,"Munich Helles Lager",12
"Churchkey Pilsner Style Beer",567,0.049,29,"American Pilsner",12
"Jon Boat Coastal Ale",559,0.045,20,"American Blonde Ale",12
"I-10 IPA",558,0.068,55,"American IPA",12
"People's Pale Ale",553,0.053,28,"American Pale Ale (APA)",12
"Rocket Girl",550,0.032,27,"Kölsch",12
"Ninja Porter",429,0.053,26,"American Porter",12
"Shiva IPA",428,0.06,69,"American IPA",12
"Black Adder IBA (Current)",383,0.073,85,"American Black Ale",16
"Tule Duck Red Ale (Current)",28,0.062,42,"American Amber / Red Ale",16
"Original Orange Blossom Ale (Current)",27,0.058,35,"Herbed / Spiced Beer",16
"Black Noddy Lager (Current)",26,0.052,40,"Schwarzbier",16
"Jockamo IPA",516,0.065,52,"American IPA",12
"Purple Haze",515,0.042,13,"Fruit / Vegetable Beer",12
"Abita Amber",514,0.045,17,"American Amber / Red Lager",12
"Dundee Summer Wheat Beer",457,0.045,18,"American Pale Wheat Ale",12
"Greenville Pale Ale",433,0.055,52,"American Pale Ale (APA)",12
"Sky High Rye",413,0.06,55,"American Pale Ale (APA)",12
"Whitsun",390,0.062,17,"American Pale Wheat Ale",12
"Black Star Double Hopped Golden Lager (24 oz.)",404,0.045,15,"American Pale Lager",24
"Black Star Double Hopped Golden Lager (12 oz.)",164,0.045,15,"American Pale Lager",12
"Pyramid Hefeweizen (2011)",399,0.052,18,"Hefeweizen",12
"Haywire Hefeweizen (2010)",82,0.052,18,"Hefeweizen",16
"Rumspringa Golden Bock",392,0.066,30,"Maibock / Helles Bock",12
"Lancaster German Style Kölsch",195,0.048,28,"Kölsch",12
"Common Sense Kentucky Common Ale",382,0.053,22,"American Brown Ale",16
"Upstate I.P.W.",381,0.065,70,"American IPA",12
